question,main_answer,sub_answer,level,examples,part_of_speech,kanji_string,meaning_string,reading_string,meaning_mnemonic
女,"Woman, Female",おんな,1,"バーに三人の女がいる。 
 There are three women at the bar. 

 「く + ノ + 一 = 女」なので、女のニンジャのことを「クノイチ」というんです。 
 Since ""く + ノ + 一 = 女,"" a female ninja is called ""kunoichi."" 

 あの女は、とても力のある女スパイだ。 
 That woman is a very powerful female spy.",noun,女,Woman,"じょ, にょ, にょう, おんな, め","When a kanji is alone and doesn't have any okurigana (hiragana attached to the kanji) it's usually going to take the same meaning as the kanji it comes from. So in this case, you know that this word means woman.

But watch out! Using 女 on its own can often come off as blunt and disrespectful, especially in casual chats. We’ll introduce you to neutral equivalents soon!"
"Woman, Female",おんな,女,1,"バーに三人の女がいる。 
 There are three women at the bar. 

 「く + ノ + 一 = 女」なので、女のニンジャのことを「クノイチ」というんです。 
 Since ""く + ノ + 一 = 女,"" a female ninja is called ""kunoichi."" 

 あの女は、とても力のある女スパイだ。 
 That woman is a very powerful female spy.",noun,女,Woman,"じょ, にょ, にょう, おんな, め","When a kanji is alone and doesn't have any okurigana (hiragana attached to the kanji) it's usually going to take the same meaning as the kanji it comes from. So in this case, you know that this word means woman.

But watch out! Using 女 on its own can often come off as blunt and disrespectful, especially in casual chats. We’ll introduce you to neutral equivalents soon!"
山,Mountain,やま,1,"これは人工の山だ。 
 This is an artificial mountain. 

 フランス一大きい山はモンブランです。 
 France's number one biggest mountain is Mont Blanc. 

 ゴミの山かとおもったら、下にベッドがあった。 
 I thought it was a mountain of trash, then I realized there was a bed underneath..",noun,山,Mountain,"さん, やま",A vocab made of a single kanji all alone with no okurigana (hiragana attached to the kanji) usually has the same exact meaning as the kanji it's made from. So by that you know that this vocab's meaning is mountain.
Mountain,やま,山,1,"これは人工の山だ。 
 This is an artificial mountain. 

 フランス一大きい山はモンブランです。 
 France's number one biggest mountain is Mont Blanc. 

 ゴミの山かとおもったら、下にベッドがあった。 
 I thought it was a mountain of trash, then I realized there was a bed underneath..",noun,山,Mountain,"さん, やま",A vocab made of a single kanji all alone with no okurigana (hiragana attached to the kanji) usually has the same exact meaning as the kanji it's made from. So by that you know that this vocab's meaning is mountain.
ふじ山,"Mt Fuji, Mount Fuji, Mt. Fuji",ふじさん,1,"あっ、ふじ山だ！ 
 Oh, it's Mt. Fuji! 

 エベレスト山は、ふじ山より大きいですか？ 
 Is Mt. Everest bigger than Mt. Fuji? 

 いつかガールフレンドにふじ山の上でプロポーズをしたいんです。 
 I want to propose to my girlfriend on the top of Mt. Fuji someday.",proper noun,山,Mountain,"さん, やま","Just look at this word. What do you think it means? That's right - it's a name (Fuji) plus the kanji for mountain. Put those together, and you have Mount Fuji. In English the ""Mount(ain)"" part comes first. In Japanese, it comes at the end, sort of like the name ender さん, ちゃん, and so on. You can add 山 to the end of any mountain's name too, not just Mount Fuji."
"Mt Fuji, Mount Fuji, Mt. Fuji",ふじさん,ふじ山,1,"あっ、ふじ山だ！ 
 Oh, it's Mt. Fuji! 

 エベレスト山は、ふじ山より大きいですか？ 
 Is Mt. Everest bigger than Mt. Fuji? 

 いつかガールフレンドにふじ山の上でプロポーズをしたいんです。 
 I want to propose to my girlfriend on the top of Mt. Fuji someday.",proper noun,山,Mountain,"さん, やま","Just look at this word. What do you think it means? That's right - it's a name (Fuji) plus the kanji for mountain. Put those together, and you have Mount Fuji. In English the ""Mount(ain)"" part comes first. In Japanese, it comes at the end, sort of like the name ender さん, ちゃん, and so on. You can add 山 to the end of any mountain's name too, not just Mount Fuji."
川,River,かわ,1,"この川はアマゾン川です。 
 This river is the Amazon River. 

 川でバーベキューしたいなぁ。 
 I want to BBQ by the river. 

 えっ。そのビキニで川に入るの？ 
 Oh. Are you going into the river in that bikini?",noun,川,River,"かわ, せん","When a vocab is made up of a single kanji with no okurigana (hiragana attached to the kanji) it will usually take the same meaning as the kanji it comes from. So, from that you know that this word means river."
River,かわ,川,1,"この川はアマゾン川です。 
 This river is the Amazon River. 

 川でバーベキューしたいなぁ。 
 I want to BBQ by the river. 

 えっ。そのビキニで川に入るの？ 
 Oh. Are you going into the river in that bikini?",noun,川,River,"かわ, せん","When a vocab is made up of a single kanji with no okurigana (hiragana attached to the kanji) it will usually take the same meaning as the kanji it comes from. So, from that you know that this word means river."
人口,Population,じんこう,1,"このエリアの人口は、たったの一人です。 
 The population of this area is only one person. 

 こちらの人口はどのくらいですか？ 
 How large is the population around here? 

 人口の70%くらいはシャイなんだって。 
 Apparently, about 70% of the population is shy.",noun,人|口,Person|Mouth,"にん, じん, ひと, と|こう, く, くち",The amount of people with mouths (that you have to feed) is the population that you have to feed.
Population,じんこう,人口,1,"このエリアの人口は、たったの一人です。 
 The population of this area is only one person. 

 こちらの人口はどのくらいですか？ 
 How large is the population around here? 

 人口の70%くらいはシャイなんだって。 
 Apparently, about 70% of the population is shy.",noun,人|口,Person|Mouth,"にん, じん, ひと, と|こう, く, くち",The amount of people with mouths (that you have to feed) is the population that you have to feed.
